,0,1,2,3,4
0,5.301169257300829,0.8827422608741232,0.8827422608741232,0.8827422608741232,0.8827422608741232
1,9.896187868322361,6.889040365841686,7.77178262671581,3.885891313357905,6.889040365841686
2,15.03141771625405,2.8633070662790754,10.635089692994885,3.545029897664962,2.8633070662790754
3,19.989465217364096,2.4350105274810776,13.070100220475963,3.2675250551189907,2.4350105274810776
4,24.2028386557271,7.431619516812124,20.501719737288088,4.100343947457618,7.431619516812124
5,28.582579908164035,12.449557726088878,32.95127746337697,5.491879577229494,12.449557726088878
6,33.06187756957131,6.136595412055376,39.087872875432346,5.583981839347478,6.136595412055376
7,37.58899252714325,1.719911790977368,40.80778466640972,5.100973083301215,1.719911790977368
8,41.86702372361056,5.176256257792882,45.984040924202596,5.109337880466955,5.176256257792882
9,46.05539839011773,0.24781754701205036,46.23185847121464,4.623185847121464,0.24781754701205036
10,51.362111645390684,14.932647662512691,61.164506133727336,5.560409648520667,14.932647662512691
11,56.41145739817579,2.2053965954264254,63.369902729153765,5.280825227429481,2.2053965954264254
12,61.259445064051036,0.2995230360405428,63.669425765194305,4.897648135784177,0.2995230360405428
13,66.50342425992957,5.868025413521562,69.53745117871587,4.966960798479705,5.868025413521562
14,71.61653978557253,1.1842263833425033,70.72167756205837,4.714778504137225,1.1842263833425033
15,76.56476324258406,4.251308933577794,74.97298649563616,4.68581165597726,4.251308933577794
16,80.8027227305378,0.6999144623794346,75.6729009580156,4.451347115177389,0.6999144623794346
17,85.18553603857967,18.29690652878839,93.969807486804,5.220544860378,18.29690652878839
18,89.96913907913716,3.2021639431140425,97.17197142991805,5.11431428578516,3.2021639431140425
19,94.82782338522267,6.127986770627054,103.29995820054509,5.164997910027255,6.127986770627054
20,99.61354296122366,2.731674917733371,106.03163311827846,5.049125386584689,2.731674917733371
21,104.35449800333197,22.208868626733107,128.24050174501156,5.829113715682343,22.208868626733107
22,109.22639892496034,11.380413801282874,139.62091554629444,6.070474588969324,11.380413801282874
23,113.737226516622,14.039916950898244,153.66083249719267,6.402534687383028,14.039916950898244
24,118.55249659625751,6.32494205519023,159.9857745523829,6.399430982095316,6.32494205519023
25,123.55318319184593,16.05545974393,176.0412342963129,6.770816703704342,16.05545974393
26,127.73116070932123,6.827089309697442,182.86832360601034,6.772900874296679,6.827089309697442
27,132.84232412070224,5.636294710851193,188.50461831686152,6.732307797030769,5.636294710851193
28,137.92977740079655,2.064049665332964,190.56866798219448,6.5713333786963615,2.064049665332964
29,142.62069624850076,9.810233568268302,200.37890155046279,6.67929671834876,9.810233568268302
30,147.19767254466333,8.546101135444673,208.92500268590746,6.739516215674434,8.546101135444673
31,151.68945539329678,9.507124438653756,218.43212712456122,6.826003972642538,9.507124438653756
32,156.74738567568676,27.279820836128305,245.7119479606895,7.445816604869379,27.279820836128305
33,160.92905347304355,13.243391062432352,258.95533902312184,7.616333500680054,13.243391062432352
34,165.67914978872625,10.14864149284913,269.103980515971,7.6886851575991715,10.14864149284913
35,170.78038789323867,8.803948935699268,277.90792945167027,7.719664706990841,8.803948935699268
36,175.7340689190034,5.99614249810761,283.90407194977786,7.673083025669672,5.99614249810761
37,180.0084979321402,1.157990885105995,285.0620628348839,7.501633232496944,1.157990885105995
38,185.14177615352128,5.665634464521377,290.72769729940524,7.454556341010391,5.665634464521377
39,189.52776823238952,3.6382031102604047,294.36590040966564,7.359147510241641,3.6382031102604047
40,194.29811520900105,8.733792426079427,303.0996928357451,7.392675435018173,8.733792426079427
41,198.9019235857061,16.47615259044615,319.5758454261912,7.608948700623601,16.47615259044615
42,203.91813350291005,22.920589509807357,342.4964349359986,7.965033370604618,22.920589509807357
43,208.46922769858426,43.51512200187194,386.0115569378705,8.772989930406148,43.51512200187194
44,212.66008639800842,11.899164268682842,397.9107212065534,8.842460471256741,11.899164268682842
45,217.8991642721402,35.782833418811286,433.69355462536464,9.428120752725318,35.782833418811286
46,222.2853929487838,41.46528077274447,475.1588353981091,10.109762455278917,41.46528077274447
47,226.92935932106656,33.37931288837988,508.538148286489,10.59454475596852,33.37931288837988
48,232.12056930789586,82.64823308983443,591.1863813763234,12.065028191353539,82.64823308983443
49,237.1761212409511,42.142492077250026,633.3288734535735,12.66657746907147,42.142492077250026
50,241.8535850613433,33.11569155301719,666.4445650065907,13.067540490325307,33.11569155301719
51,247.10832361954058,38.81042959452193,705.2549946011126,13.562596050021396,38.81042959452193
52,252.1125289143551,36.631438677126745,741.8864332782393,13.997857231664893,36.631438677126745
53,256.52120521382926,34.12955606643994,776.0159893446793,14.370666469345913,34.12955606643994
54,261.39135378957553,33.77845406639061,809.7944434110699,14.723535334746725,33.77845406639061
55,265.591044675954,31.65162508580844,841.4460684968783,15.02582265172997,31.65162508580844
56,270.2804799624819,30.44435697448108,871.8904254713593,15.296323253883497,30.44435697448108
57,275.03269930665346,29.809397483227897,901.6998229545873,15.546548671630815,29.809397483227897
58,280.11832079797506,67.26328706274592,968.9631100173332,16.423103559615818,67.26328706274592
59,285.30630439039993,27.813826621502454,996.7769366388357,16.612948943980594,27.813826621502454
60,290.4452888533796,26.894644791414052,1023.6715814302497,16.781501334922126,26.894644791414052
61,295.13130650456816,29.20929725295479,1052.8808786832044,16.981949656180717,29.20929725295479
62,300.46977308140885,26.330783993623406,1079.2116626768277,17.130343852013137,26.330783993623406
63,305.1061546366707,26.93129898917235,1106.142961666,17.28348377603125,26.93129898917235
64,309.8475707301527,19.000747346945456,1125.1437090129455,17.309903215583777,19.000747346945456
65,314.1287906073088,18.682481097160423,1143.826190110106,17.33069985015312,18.682481097160423
66,318.6354223944848,23.92597399643043,1167.7521641065364,17.4291367777095,23.92597399643043
67,323.8385416834469,25.852392818675604,1193.604556925212,17.553008190076646,25.852392818675604
68,328.65457804137117,10.27704444128466,1203.8816013664966,17.447559440094153,10.27704444128466
69,333.64840667996697,36.96248050227561,1240.8440818687723,17.726344026696747,36.96248050227561
70,338.30870647559595,21.931131750761505,1262.7752136195338,17.785566389007517,21.931131750761505
71,343.2019288781011,17.8547207284452,1280.629934347979,17.786526865944154,17.8547207284452
72,347.74770073143924,34.62507665083915,1315.2550109988183,18.01719193149066,34.62507665083915
73,352.9439876426993,27.432798586835617,1342.687809585654,18.144429859265593,27.432798586835617
74,357.6106572148664,17.340464233933123,1360.028273819587,18.133710317594492,17.340464233933123
75,361.92855000098376,58.52165744815029,1418.5499312677373,18.66513067457549,58.52165744815029
76,366.4910738970653,25.907165465973407,1444.4570967337106,18.759183074463774,25.907165465973407
77,371.5570612826352,60.1776404364486,1504.6347371701593,19.290188938078966,60.1776404364486
78,375.8994589096011,45.608587360665446,1550.2433245308248,19.623333221909174,45.608587360665446
79,380.2011108848467,43.25162958818594,1593.4949541190108,19.918686926487634,43.25162958818594
80,385.50686675911265,50.361676488317784,1643.8566306073285,20.29452630379418,50.361676488317784
81,389.7664205596828,49.54317630890814,1693.3998069162367,20.65121715751508,49.54317630890814
82,394.15397455348517,55.18776314048165,1748.5875700567183,21.06732012116528,55.18776314048165
83,399.0237361340517,64.1224438695339,1812.7100139262523,21.57988111816967,64.1224438695339
84,403.7034409603642,58.59721640115605,1871.3072303274082,22.015379180322448,58.59721640115605
